"TITLE","ARTICLE LINK","PUBLISHED DATE (GMT)","AUTHOR","PUBLISHER","COUNTRY","CATEGORY","LANGUAGE","DESCRIPTION","IMAGE URL","VIDEO URL"
"""Portugal’s Tage Studios Promises to Be Europe’s First Entirely Green Shooting Facility""","https://www.hollywoodreporter.com/business/business-news/portugal-tage-studios-europe-first-all-green-shooting-facility-1235353500/","2023-03-22 15:00:00","Kevin Cassidy","The Hollywood Reporter","United States Of America","Business","English","This story is part of The Hollywood Reporter’s 2023 Sustainability Issue (click here to read more). Just outside of Lisbon, plans are underway to build Europe’s, and maybe the world’s, first truly green film studio. The €200 million ($215 million) Tage Studios project, which is set to begin breaking ground near the town of Palmela, […]","",""
"""Hollywood Courts Wall Street’s ESG Investors Mainly With Film and TV Messages, Not Carbon Offsets""","https://www.hollywoodreporter.com/business/business-news/esg-investing-hollywood-studios-wall-street-1235355924/","2023-03-22 15:00:00","Erik Hayden","The Hollywood Reporter","United States Of America","Business","English","This story is part of The Hollywood Reporter’s 2023 Sustainability Issue (click here to read more). On Spaceship Earth, the famous ride at Walt Disney World’s Epcot Center (it’s the one housed inside the park’s signature geodesic sphere), visitors are transported through humanity’s great achievements, culminating with a projection of the Earth in the vast […]","",""
"""‘A Matter of Degrees’ Co-Host: Hollywood Needs More Climate Stories""","https://www.hollywoodreporter.com/business/digital/matter-of-degrees-podcast-host-more-hollywood-climate-stories-1235356046/","2023-03-22 15:00:00","Julian Sancton","The Hollywood Reporter","United States Of America","Business","English","This story is part of The Hollywood Reporter’s 2023 Sustainability Issue (click here to read more). Give up your climate guilt.  That’s the title of the first episode, and one of the principal themes, of A Matter of Degrees, a podcast for the climate curious from policy experts and advocates Leah Stokes and Katharine Wilkinson. The […]","",""
"""UTA Opens Doors on Atlanta Full-Service Office""","https://www.hollywoodreporter.com/business/business-news/uta-atlanta-office-1235358304/","2023-03-22 15:00:00","Etan Vlessing","The Hollywood Reporter","United States Of America","Business","English","UTA and sister company Klutch Sports Group have officially opened a new office in Atlanta, marking the Hollywood talent agency’s expansion to launch a full-service shop in that key U.S. production center. The new address, which includes the UTA Artist Space Gallery open to the public, follows UTA locations in Beverly Hills, Nashville, New York, […]","",""
"""Traditional banks rely on ‘tiny buffer’: Paris Blockchain Week 2023""","https://cointelegraph.com/news/traditional-banks-rely-on-tiny-buffer-paris-blockchain-week-2023","2023-03-22 14:28:52","Cointelegraph By Helen Partz","Cointelegraph","United States Of America","Business","English","Signature Bank is the best place for crypto banking, even if it goes bankrupt, Woorton co-founder Zahreddine Touag believes.","https://images.cointelegraph.com/images/840_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjMtMDMvZmNlM2NiYTQtYzk4YS00Y2QwLThkMGMtZWZlNjI1ZTQwYWI0LmpwZw==.jpg",""
"""Newsmax to Return to DirecTV Lineup, Ending Carriage Dispute""","https://www.hollywoodreporter.com/business/business-news/newsmax-returns-to-directv-lineup-1235358323/","2023-03-22 14:19:42","Alex Weprin","The Hollywood Reporter","United States Of America","Business","English","The conservative news and commentary channel Newsmax will return to the lineup of satellite giant DirecTV, nearly two months after a carriage dispute broke out and became a political football. The companies announced the new deal Wednesday morning, adding that Newsmax will return to DirecTV and its streaming offering on Thursday. Terms of the deal […]","",""
"""Creating ‘organic’ generative art from robotic algorithms: Emily Xie, NFT Creator""","https://cointelegraph.com/magazine/creating-organic-generative-art-from-robotic-algorithims-emily-xie-nft-creator/","2023-03-22 13:30:00","Cointelegraph By Greg Oakford","Cointelegraph","United States Of America","Business","English","New York NFT artist Emily Xie explores the tension between creativity and “cold and robotic” algorithms. Punk6529 and DC Investor are collectors.","https://cointelegraph.com/magazine/wp-content/uploads/2023/03/magazine-NFT-Creator-Emily-Xie-scaled.jpg",""
"""Tim Draper sings a Bitcoin song dedicated to SVB and world governments: PBW 2023""","https://cointelegraph.com/news/tim-draper-sings-a-bitcoin-song-dedicated-to-svb-and-world-governments-pbw-2023","2023-03-22 11:52:17","Cointelegraph By   Savannah Fortis","Cointelegraph","United States Of America","Business","English","The American venture capital investor Tim Draper took the stage at Paris Blockchain Week 2023 to talk about decentralization and the future of money.","https://images.cointelegraph.com/images/840_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjMtMDMvMjQ3MDc1MmUtZWQ3MC00NDdhLThlZjYtYTgzMzczMDMzMTc5LmpwZw==.jpg",""
"""Cathie Wood’s ARK sells Coinbase stock for the first time in 2023""","https://cointelegraph.com/news/cathie-wood-s-ark-sells-coinbase-stock-for-the-first-time-in-2023","2023-03-22 11:26:09","Cointelegraph By Helen Partz","Cointelegraph","United States Of America","Business","English","The sold amount accounts for 9% of all Coinbase shares bought by ARK Invest so far this year, and about 23% of COIN acquired in March.","https://images.cointelegraph.com/images/840_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjMtMDMvYzI1YWE3NTMtOTdjYy00NjI0LTlhOTctZjQ5YTcyMTkwNTdkLmpwZw==.jpg",""
"""AFM to Change Venues Following Closure of Loews Hotel""","https://www.hollywoodreporter.com/business/business-news/afm-new-venue-loews-renovation-le-meridien-1235358231/","2023-03-22 10:55:14","Alex Ritman","The Hollywood Reporter","United States Of America","Business","English","The American Film Market has a new home. The Loews, the iconic Pacific-facing hotel in Santa Monica that since 1991 has provided shelter for thousands of film buyers and sales execs (and a whole lot of insane movie posters, many involving sharks), has now closed for major renovations. While the site is due to reopen […]","",""
